id,car_id,service_date,description,cost,odometer_reading
15447,9891,2024-09-16,Suspension repair,457.44,5066
15448,2935,2024-03-05,Wheel alignment,91.6,23049
15449,7181,2025-12-03,Spark plug replacement,631.33,27820
15450,6964,2026-06-03,Transmission fluid flush,954.6,23881
15451,14932,2025-04-28,Headlight replacement,793.47,5664
15452,13540,2023-02-10,Coolant system flush,299.24,55948
15453,10186,2026-04-08,Suspension repair,607.76,9629
15454,14727,2022-10-23,Tire rotation and balancing,898.7,2226
15455,8443,2025-06-30,Routine oil and filter change,412.7,13497
15456,13811,2025-09-09,Battery replacement,714.36,33097
15457,13633,2026-04-18,Coolant system flush,964.88,25925
15458,14585,2023-03-01,Coolant system flush,857.35,5269
15459,7609,2024-11-13,Battery replacement,698.57,105217
15460,7304,2023-01-12,Brake pad replacement,142.54,16475
15461,8888,2025-04-30,Headlight replacement,992.77,103907
15462,7176,2025-03-11,Spark plug replacement,274.22,9705
15463,1028,2023-12-18,Brake pad replacement,675.45,24683
15464,12764,2023-02-14,Spark plug replacement,745.13,75916
15465,3843,2025-10-18,Annual safety inspection,476.77,114494
15466,14530,2025-11-08,Tire rotation and balancing,782.55,2806
15467,11248,2023-03-11,Battery replacement,701.31,113595
15468,7574,2026-05-21,Wheel alignment,83.3,53772
15469,14781,2022-07-20,Annual safety inspection,649.93,106
15470,3993,2023-07-24,Annual safety inspection,537.3,26222
15471,10812,2025-03-13,Suspension repair,308.66,26616
15472,6091,2022-12-16,Suspension repair,896.28,78331
15473,715,2025-11-15,Air conditioning service,172.15,66218
15474,11545,2025-02-25,Spark plug replacement,929.1,21546
15475,11882,2026-05-08,Spark plug replacement,464.21,59082
15476,273,2025-10-08,Annual safety inspection,810.88,24592
15477,1278,2024-05-06,Wheel alignment,620.05,1444
15478,12634,2026-05-20,Routine oil and filter change,766.06,14335
15479,1023,2022-10-07,Wheel alignment,482.66,37351
15480,6093,2025-02-02,Coolant system flush,572.87,1201
15481,14735,2022-11-17,Tire rotation and balancing,850.27,75341
15482,2850,2025-12-29,Wheel alignment,156.2,32334
15483,8448,2023-05-27,Coolant system flush,364.67,187166
15484,13991,2026-04-30,Transmission fluid flush,449.69,12292
15485,10331,2026-02-22,Brake pad replacement,805.03,8941
15486,6466,2025-04-21,Tire rotation and balancing,427.25,8194
15487,10143,2025-10-05,Wheel alignment,863.46,15283
15488,2963,2024-10-29,Transmission fluid flush,338.19,56803
15489,3688,2025-05-26,Suspension repair,172.06,5630
15490,8671,2025-02-10,Full detailing and cleaning,438.06,13127
15491,13112,2025-05-25,Suspension repair,201.16,8389
15492,11835,2023-04-26,Air conditioning service,481.45,168897
15493,9727,2024-04-02,Suspension repair,147.97,486
15494,6066,2024-11-23,Brake pad replacement,124.28,54598
15495,3855,2026-02-24,Wheel alignment,950.37,33790
15496,274,2025-07-19,Brake pad replacement,930.28,8881
15497,3568,2023-11-14,Spark plug replacement,549.93,148382
15498,14228,2024-08-11,Tire rotation and balancing,336.76,3670
15499,11493,2023-06-18,Battery replacement,605.58,10741
15500,1654,2026-04-12,Engine diagnostic and tune-up,666.75,83593
15501,13693,2024-02-22,Spark plug replacement,250.47,173881
15502,1840,2026-06-16,Windshield wiper replacement,434.79,9029
15503,6279,2022-09-02,Annual safety inspection,205.26,26063
15504,14770,2024-05-31,Transmission fluid flush,150.53,41226
15505,2559,2023-01-12,Spark plug replacement,946.59,40924
15506,10016,2025-08-15,Windshield wiper replacement,830.51,19705
15507,13311,2023-08-12,Routine oil and filter change,976.56,813
15508,2476,2025-12-05,Full detailing and cleaning,339.75,444
15509,2622,2026-04-22,Windshield wiper replacement,353.21,832
15510,898,2026-01-14,Air conditioning service,310.98,3510
15511,2964,2023-05-01,Windshield wiper replacement,45.06,5222
15512,701,2022-09-23,Transmission fluid flush,356.73,1883
15513,12534,2022-10-27,Suspension repair,284.16,63463
15514,10954,2023-07-24,Annual safety inspection,836.34,17334
15515,1856,2025-08-26,Routine oil and filter change,522.22,9124
15516,14167,2024-08-18,Headlight replacement,316.44,3345
15517,10716,2026-01-23,Routine oil and filter change,269.02,3587
15518,14826,2022-09-13,Routine oil and filter change,632.88,67226
15519,878,2025-11-04,Brake pad replacement,654.58,23599
15520,11560,2025-11-03,Coolant system flush,952.46,55061
15521,14176,2023-11-28,Suspension repair,123.88,128392
15522,952,2025-11-16,Engine diagnostic and tune-up,566.12,18350
15523,5949,2025-11-22,Spark plug replacement,343.71,5611
15524,8986,2022-08-03,Coolant system flush,279.11,15752
15525,2135,2023-02-22,Headlight replacement,608.45,31265
15526,9580,2022-07-23,Air conditioning service,850.79,63330
15527,3530,2026-06-13,Air conditioning service,351.33,8321
15528,6371,2023-05-05,Windshield wiper replacement,982.58,8582
15529,486,2026-06-09,Wheel alignment,681.01,16547
15530,268,2022-07-02,Suspension repair,860.41,5368
15531,2466,2024-11-11,Headlight replacement,823.15,2961
15532,14715,2023-04-24,Spark plug replacement,958.66,4489
15533,3873,2026-03-16,Windshield wiper replacement,375.54,26117
15534,4821,2022-12-26,Coolant system flush,390.06,23471
15535,865,2025-02-16,Brake pad replacement,496.53,16827
15536,6509,2024-02-24,Spark plug replacement,109.7,1702
15537,6802,2023-10-20,Windshield wiper replacement,387.8,3531
15538,414,2025-07-02,Annual safety inspection,243.53,33075
15539,13311,2024-10-28,Headlight replacement,351.38,12175
15540,12049,2024-10-28,Brake pad replacement,591.43,19531
15541,7025,2024-05-27,Suspension repair,912.53,11684
15542,1634,2024-12-23,Routine oil and filter change,484.95,1389
15543,4916,2023-09-15,Wheel alignment,65.95,83309
15544,11818,2023-04-03,Battery replacement,408.72,6168
15545,1720,2025-11-14,Routine oil and filter change,489.04,12292
15546,13611,2026-01-11,Spark plug replacement,297.12,18735
15547,14800,2023-10-03,Air conditioning service,55.74,18223
15548,3135,2025-04-25,Air conditioning service,402.89,38883
15549,7965,2024-02-02,Engine diagnostic and tune-up,872.01,4527
15550,11956,2024-05-29,Headlight replacement,722.23,50311
15551,8041,2024-01-19,Transmission fluid flush,889.49,31249
15552,3068,2026-04-12,Engine diagnostic and tune-up,210.02,9638
15553,10350,2022-09-16,Wheel alignment,94.78,25785
15554,6467,2025-12-02,Annual safety inspection,882.04,3337
15555,11767,2022-09-30,Spark plug replacement,211.92,372
15556,311,2025-07-26,Battery replacement,823.87,1797
15557,3925,2023-10-22,Engine diagnostic and tune-up,105.92,129792
15558,9568,2023-05-11,Full detailing and cleaning,815.84,18901
15559,14473,2024-03-31,Spark plug replacement,339.65,8878
15560,9463,2023-04-25,Battery replacement,406.93,3134
15561,4130,2024-01-07,Wheel alignment,292.92,9042
15562,10341,2022-08-03,Engine diagnostic and tune-up,848.31,9694
15563,5145,2024-11-01,Brake pad replacement,544.99,457
15564,2690,2022-11-12,Brake pad replacement,612.97,1617
15565,13401,2023-05-30,Battery replacement,712.89,7997
15566,2363,2023-05-30,Annual safety inspection,469.42,9769
15567,676,2024-05-15,Spark plug replacement,376.3,39361
15568,7003,2026-02-07,Suspension repair,843.72,6755
15569,7335,2024-05-23,Air conditioning service,406.58,13813
15570,7990,2025-12-13,Coolant system flush,391.59,7211
15571,14277,2023-06-06,Coolant system flush,664.07,45914
15572,8540,2025-01-13,Wheel alignment,697.07,43855
15573,3620,2025-10-03,Brake pad replacement,648.27,14045
15574,4669,2024-05-26,Headlight replacement,87.1,447
15575,5514,2024-06-04,Engine diagnostic and tune-up,168.33,7332
15576,3092,2023-02-17,Wheel alignment,243.45,37629
15577,3414,2024-10-15,Suspension repair,64.69,43464
15578,6814,2026-04-12,Windshield wiper replacement,408.02,36222
15579,10160,2026-02-08,Coolant system flush,279.01,3451
15580,7621,2025-05-14,Headlight replacement,725.65,2229
15581,1733,2025-02-26,Brake pad replacement,837.34,73503
15582,13768,2025-11-12,Brake pad replacement,102.51,10981
15583,9097,2024-04-04,Coolant system flush,432.46,18744
15584,7362,2024-10-21,Tire rotation and balancing,453.47,6164
15585,6465,2022-12-12,Windshield wiper replacement,271.2,165575
15586,14446,2026-01-13,Annual safety inspection,84.06,93435
15587,5399,2022-09-26,Brake pad replacement,636.87,72845
15588,2727,2023-04-03,Full detailing and cleaning,831.97,9461
15589,10694,2024-07-17,Air conditioning service,685.92,227
15590,6484,2024-04-28,Transmission fluid flush,179.43,10365
15591,4096,2023-08-06,Spark plug replacement,491.57,8495
15592,5265,2022-08-03,Coolant system flush,471.89,20624
15593,3918,2026-06-16,Suspension repair,646.16,3187
15594,4142,2026-05-17,Brake pad replacement,965.08,67148
15595,4733,2024-01-01,Engine diagnostic and tune-up,240.45,203410
15596,10331,2025-12-04,Wheel alignment,817.76,19661
15597,12841,2023-09-18,Engine diagnostic and tune-up,538.9,29858
15598,13905,2024-03-24,Engine diagnostic and tune-up,223.12,9158
15599,12178,2024-01-29,Transmission fluid flush,498.64,19620
15600,7615,2023-04-29,Transmission fluid flush,167.08,9230
15601,4641,2025-11-18,Wheel alignment,146.89,11106
15602,11621,2023-12-08,Suspension repair,750.92,15681
15603,5482,2024-05-26,Full detailing and cleaning,554.89,4495
15604,6279,2023-03-26,Transmission fluid flush,170.37,24990
15605,11086,2025-07-01,Air conditioning service,813.17,1233
15606,14849,2026-05-13,Battery replacement,282.01,3521
15607,10594,2024-08-20,Transmission fluid flush,606.77,9508
15608,4669,2025-11-18,Brake pad replacement,537.57,2822
15609,3666,2022-12-27,Full detailing and cleaning,857.67,13313
15610,11455,2024-02-20,Brake pad replacement,909.17,13083
15611,9866,2022-08-25,Wheel alignment,65.65,31574
15612,4847,2024-08-13,Suspension repair,108.41,13918
15613,13575,2025-05-27,Engine diagnostic and tune-up,500.52,18729
15614,13051,2025-02-05,Annual safety inspection,457.99,3425
15615,9612,2024-05-22,Windshield wiper replacement,282.84,3284
15616,7567,2025-09-09,Tire rotation and balancing,525.72,11042
15617,12667,2024-09-08,Annual safety inspection,824.93,25933
15618,9384,2025-03-09,Full detailing and cleaning,994.77,16013
15619,6437,2024-05-21,Tire rotation and balancing,82.42,10195
15620,791,2023-03-02,Routine oil and filter change,920.34,6907
15621,12002,2024-10-28,Brake pad replacement,168.22,21306
15622,11050,2022-08-07,Transmission fluid flush,973.8,78227
15623,12515,2023-11-04,Routine oil and filter change,555.25,36733
15624,6732,2023-01-24,Full detailing and cleaning,875.07,20205
15625,14595,2023-12-17,Brake pad replacement,137.16,62920
15626,2667,2025-06-08,Engine diagnostic and tune-up,49.78,72342
15627,9747,2026-05-28,Full detailing and cleaning,611.19,49849
15628,7209,2026-06-28,Tire rotation and balancing,308.75,64045
15629,1923,2026-01-19,Headlight replacement,827.76,135298
15630,9957,2025-05-27,Full detailing and cleaning,638.12,45286
15631,5363,2025-09-20,Spark plug replacement,149.8,5365
15632,9393,2023-07-14,Tire rotation and balancing,621.3,65699
15633,5293,2023-07-13,Engine diagnostic and tune-up,575.58,11817
15634,388,2024-10-15,Air conditioning service,416.26,10899
15635,12076,2023-08-08,Coolant system flush,370.48,2476
15636,2049,2023-02-26,Battery replacement,585.98,68089
15637,11378,2025-03-05,Full detailing and cleaning,66.54,36071
15638,7679,2023-11-27,Annual safety inspection,251.79,3340
15639,1456,2024-10-21,Windshield wiper replacement,78.05,2121
15640,14633,2023-09-17,Annual safety inspection,619.27,41294
15641,6657,2023-06-25,Battery replacement,896.32,25547
15642,12803,2023-07-27,Battery replacement,968.69,52058
15643,4793,2023-09-07,Annual safety inspection,902.47,148759
15644,9918,2024-09-27,Brake pad replacement,221.69,11190
15645,158,2023-06-02,Windshield wiper replacement,995.87,144281
15646,13856,2024-02-15,Windshield wiper replacement,640.45,46436
15647,9089,2024-01-04,Battery replacement,972.97,10130
15648,14497,2025-07-08,Engine diagnostic and tune-up,729.18,11570
15649,6422,2022-09-22,Routine oil and filter change,681.21,2842
15650,1105,2025-03-25,Spark plug replacement,676.95,67991
15651,10295,2023-07-14,Air conditioning service,208.05,2148
15652,223,2026-03-19,Air conditioning service,266.92,30280
15653,3540,2025-09-26,Spark plug replacement,351.39,29018
15654,3036,2023-06-18,Brake pad replacement,201.61,4681
15655,9713,2025-01-02,Wheel alignment,426.21,69197
15656,13324,2025-11-28,Brake pad replacement,110.75,72401
15657,8540,2025-08-16,Suspension repair,309.61,79885
15658,10673,2024-10-16,Battery replacement,432.48,79020
15659,2348,2024-12-05,Wheel alignment,401.9,28257
15660,9387,2022-09-03,Windshield wiper replacement,255.77,1838
15661,5614,2025-11-03,Battery replacement,113.13,5926
15662,9551,2023-03-24,Coolant system flush,326.16,30227
15663,6483,2025-09-30,Suspension repair,546.23,30659
15664,6281,2024-10-21,Spark plug replacement,202.24,2176
15665,3902,2026-06-16,Engine diagnostic and tune-up,591.11,4265
15666,8712,2023-08-10,Routine oil and filter change,321.26,2066
15667,1846,2026-02-26,Engine diagnostic and tune-up,347.73,959
15668,13080,2025-08-11,Wheel alignment,723.82,30919
15669,8313,2026-03-11,Coolant system flush,496.82,99258
15670,5844,2024-11-09,Spark plug replacement,430.34,24418
15671,11875,2024-11-03,Headlight replacement,383.98,33999
15672,6583,2026-05-17,Transmission fluid flush,543.01,14388
15673,11940,2024-09-28,Tire rotation and balancing,349.9,147752
15674,7420,2024-09-10,Air conditioning service,172.72,6544
15675,4445,2023-01-05,Suspension repair,924.38,57048
15676,2930,2024-07-25,Coolant system flush,631.17,2363
15677,14704,2025-10-29,Annual safety inspection,960.86,15158
15678,5635,2022-12-01,Transmission fluid flush,896.56,102365
15679,9912,2024-09-03,Headlight replacement,69.75,3701
15680,4673,2024-03-31,Spark plug replacement,351.99,38171
15681,5048,2023-02-06,Brake pad replacement,906.76,35543
15682,6202,2023-03-09,Spark plug replacement,491.53,5841
15683,881,2025-05-11,Air conditioning service,69.75,26011
15684,9394,2022-09-20,Battery replacement,514.78,58357
15685,5727,2022-09-17,Wheel alignment,563.52,15308
15686,12323,2023-07-23,Coolant system flush,332.5,41111
15687,8394,2025-08-14,Brake pad replacement,817.68,2817
15688,14597,2026-03-28,Wheel alignment,537.42,65973
15689,98,2024-06-19,Air conditioning service,708.17,5156
15690,398,2022-08-15,Engine diagnostic and tune-up,252.16,89527
15691,9837,2024-12-01,Tire rotation and balancing,461.7,17312
15692,13445,2025-11-26,Suspension repair,321.91,3110
15693,655,2024-01-21,Spark plug replacement,201.32,12529
15694,5727,2022-12-14,Battery replacement,464.97,681
15695,14315,2022-08-29,Annual safety inspection,198.47,4421
15696,4182,2025-02-24,Engine diagnostic and tune-up,483.17,9998
15697,5797,2025-08-17,Coolant system flush,996.65,2773
15698,12795,2023-03-19,Battery replacement,48.35,2817
15699,1430,2023-01-18,Routine oil and filter change,821.64,13841
15700,14871,2024-09-06,Brake pad replacement,884.66,10143
15701,1725,2025-01-27,Coolant system flush,910.45,1842
15702,6336,2023-01-01,Full detailing and cleaning,81.26,31984
15703,7614,2022-11-27,Headlight replacement,305.74,24748
15704,9899,2023-04-17,Transmission fluid flush,274.99,4425
15705,14167,2025-08-08,Engine diagnostic and tune-up,798.19,21860
15706,692,2023-10-17,Annual safety inspection,46.71,12700
15707,5502,2026-03-06,Tire rotation and balancing,849.17,98995
15708,9940,2024-10-22,Battery replacement,79.16,35345
15709,6238,2025-03-26,Windshield wiper replacement,165.99,16588
15710,8007,2023-09-29,Engine diagnostic and tune-up,701.57,1124
15711,7367,2023-06-13,Windshield wiper replacement,677.71,24766
15712,2852,2026-03-10,Transmission fluid flush,539.22,58537
15713,928,2026-05-06,Transmission fluid flush,620.98,49199
15714,5807,2025-04-19,Coolant system flush,63.28,16299
15715,6852,2025-08-08,Transmission fluid flush,291.37,64156
15716,4096,2026-02-17,Brake pad replacement,918.68,28313
15717,14932,2025-07-05,Transmission fluid flush,662.55,9692
15718,525,2022-07-31,Annual safety inspection,446.53,13180
15719,7776,2026-02-25,Windshield wiper replacement,431.51,5988
15720,2771,2023-01-16,Routine oil and filter change,433.41,1718
15721,5234,2026-04-23,Transmission fluid flush,330.19,27833
15722,4966,2026-04-05,Engine diagnostic and tune-up,610.35,130600
15723,9945,2024-02-15,Air conditioning service,685.49,64703
15724,2632,2025-09-07,Full detailing and cleaning,798.12,12082
15725,11740,2024-06-19,Wheel alignment,209.47,25609
15726,701,2025-08-09,Tire rotation and balancing,618.8,1336
15727,11279,2024-11-08,Full detailing and cleaning,377.49,36534
15728,7776,2022-09-01,Routine oil and filter change,566.27,36968
15729,2607,2026-04-21,Engine diagnostic and tune-up,674.62,122772
15730,9620,2024-05-18,Suspension repair,267.88,4756
15731,5866,2025-11-02,Tire rotation and balancing,105.29,15019
15732,2287,2024-07-13,Wheel alignment,116.41,71235
15733,11697,2025-06-07,Transmission fluid flush,125.42,15254
15734,1483,2024-01-19,Spark plug replacement,993.88,10038
15735,12097,2025-09-03,Routine oil and filter change,789.43,2753
